name,status,feat_type,reo,x,y
Pokaewhenua Stream,Unofficial Recorded,Stream,1,175.297861,-37.329694
Pokahinu Point,Unofficial Replaced,Point,1,177.619001,-37.80823
Pokaikai Stream,Unofficial Recorded,Stream,1,175.40575,-38.566833
Pokaikiri,Unofficial Recorded,Hill,1,177.461778,-38.332028
Pokaingakakahu,Unofficial Recorded,Hill,1,176.824889,-38.483083
Pokaiora Clearing,Unofficial Recorded,Place,1,175.623306,-38.705056
Pokairoa Railway Siding,Official Assigned,Railway Line,1,176.747222,-38.298147
Pokairoa Stream,Unofficial Recorded,Stream,1,176.662444,-38.283639
Pokaitoki Stream,Unofficial Recorded,Stream,1,173.846,-35.602611
Pokaitu Stream,Unofficial Recorded,Stream,1,176.157694,-38.267944
Pokaiwhenua Stream,Unofficial Recorded,Stream,1,175.70575,-38.033944
Pokaka,Unofficial Recorded,Hill,1,173.934278,-35.273833
Pokaka,Unofficial Recorded,Locality,1,175.39075,-39.29075
Pokaka Scenic Reserve,Official Validated,scenic reserve,1,175.348056,-39.277778
Pokaka Stream,Unofficial Recorded,Stream,1,175.365889,-38.309333
Pokaka Stream,Unofficial Recorded,Stream,1,175.426333,-38.924056
Pokapoka Stream,Unofficial Recorded,Stream,1,174.06775,-35.420333
Pokapu,Unofficial Recorded,Locality,1,173.980028,-35.428389
Pokapu Stream,Unofficial Recorded,Stream,1,173.95325,-35.456278
Pokeka Stream,Unofficial Recorded,Stream,1,174.87375,-39.4785
Pokeno,Unofficial Recorded,Locality,1,175.013,-37.245667
Pokepepeti Stream,Unofficial Recorded,Stream,1,177.214306,-38.669306
Poker Bluff,Unofficial Recorded,Cliff,0,170.762806,-43.221778
Poker Gully,Unofficial Recorded,Valley,0,170.793611,-43.220639
Poker Ridge,Unofficial Recorded,Ridge,0,168.617194,-44.315778
Pokere,Unofficial Recorded,Locality,1,173.994139,-35.480333
Pokerekere Stream,Unofficial Recorded,Stream,1,177.12425,-38.369333
Pokiameha,Unofficial Replaced,Trig Station,1,178.231441,-37.977947
Pokirikiri,Unofficial Recorded,Hill,1,177.291111,-38.287972
Pokoera Scenic Reserve,Official Validated,scenic reserve,1,175.127222,-38.886111
Pokohinu Point,Official Assigned,Point,1,177.619001,-37.80823
Pokohuka,Unofficial Recorded,Hill,1,175.013444,-37.84825
Pokoko Stream,Unofficial Recorded,Stream,1,175.488056,-39.626472
Pokokonga,Unofficial Replaced,Appellation,1,177.912056,-38.691421
Pokongaruru Stream,Unofficial Recorded,Stream,1,175.235417,-38.905944
Pokopoko,Unofficial Recorded,Hill,1,176.077944,-39.5805
Pokopoko,Unofficial Recorded,Hill,1,176.402556,-37.892056
Pokopoko Stream,Unofficial Recorded,Stream,1,175.532194,-39.561389
Pokopoko Stream,Unofficial Recorded,Stream,1,176.071444,-39.5675
Pokopoko Stream,Unofficial Recorded,Stream,1,176.387833,-37.934944
Pokopoko Stream,Unofficial Recorded,Stream,1,176.692,-39.282944
Pokopoko Stream Scenic Reserve,Official Validated,scenic reserve,1,176.382778,-37.937778
Pokopokorua Stream,Unofficial Recorded,Stream,1,175.509306,-37.065083
Pokororo,Unofficial Recorded,Locality,1,172.840944,-41.217861
Pokororo River,Official Approved,Stream,1,172.856047,-41.160649
Pokorua Stream,Unofficial Recorded,Stream,1,174.920556,-39.194028
Pokurakura Point,Unofficial Recorded,Point,1,178.345972,-38.041222
Pokuru,Unofficial Recorded,Hill,1,175.847944,-38.481889
Pokuru,Unofficial Recorded,Locality,1,175.228889,-38.057306
Pokurukuru Stream,Unofficial Recorded,Stream,1,175.390639,-38.882222
Polar Range,Unofficial Recorded,Range,0,171.671472,-42.936306
Poley Bay,Unofficial Recorded,Bay,0,175.413111,-36.484556
Poley Creek,Unofficial Recorded,Stream,0,170.455667,-45.549639
Poley Stream,Unofficial Recorded,Stream,0,175.386667,-41.511306
Polhill Stream,Official Assigned,Stream,0,171.11442,-43.426103
Polkinghornes Bay,Unofficial Recorded,Bay,0,174.753028,-36.624306
Pollen Island,Unofficial Recorded,Island,0,174.670028,-36.862417
Pollock Creek,Unofficial Recorded,Stream,0,172.363389,-41.762889
Pollock Stream,Unofficial Recorded,Stream,0,170.473444,-43.694528
Pollocks Hill,Unofficial Recorded,Hill,0,169.671083,-46.404306
Pollok,Unofficial Recorded,Locality,0,174.61925,-37.1385
Polluck Creek,Unofficial Recorded,Stream,0,170.832,-43.059222
Polnoon Burn,Official Assigned,Stream,0,168.729305,-44.72225
Polnoon Burn (East Branch),Unofficial Recorded,Stream,0,168.813389,-44.545861
Polnoon Burn (Middle Branch),Unofficial Recorded,Stream,0,168.777583,-44.540139
Polybank Shoal,Unofficial Recorded,Reef,0,168.181278,-46.845194
Polybank Shoal,Unofficial Recorded,Shoal,0,168.178333,-46.846667
Pomahaka,Unofficial Recorded,Locality,1,169.237667,-46.00875
Pomahaka River,Unofficial Recorded,Stream,1,169.154667,-45.464861
Pomahaka River Recreation Reserve,Official Validated,recreation reserve,1,170.412222,-45.900556
Pomarangai Stream,Official Assigned,Stream,1,174.846037,-38.363272
Pomarangai Telephone Office,Unofficial Discontinued,Building,1,174.806056,-38.357544
Pomarangei Stream,Unofficial Replaced,Stream,1,174.846037,-38.363272
Pomarangei Telephone Office,Unofficial Replaced,Building,1,174.806056,-38.357544
Pomare,Unofficial Recorded,Suburb,1,174.963444,-41.17
Pomare,Unofficial Recorded,Suburb,1,176.222333,-38.154083
Pomare Bay,Unofficial Recorded,Bay,1,174.122083,-35.276306
Pomare Railway Station,Official Assigned,Railway Station,1,174.963325,-41.169217
Pomarumaru Stream,Unofficial Recorded,Stream,1,175.152139,-38.128806
Pomatakiarehua Island,Official Assigned,Island,1,168.197985,-47.10923
Pommel Creek,Unofficial Recorded,Stream,0,168.635111,-44.273667
Pomona Island,Unofficial Recorded,Island,1,167.48,-45.512972
Pompallier House Historic Reserve,Official Validated,historic reserve,0,174.122222,-35.264722
Pompey Creek,Official Assigned,Stream,0,170.772486,-43.125132
Pompeys Pillar,Unofficial Recorded,Island,0,173.078194,-43.853833
Pompis Pillar,Unofficial Recorded,Rock,0,169.74075,-45.88
Ponaki Stream,Unofficial Recorded,Stream,1,172.995722,-34.489694
Ponatahi,Unofficial Recorded,Locality,1,175.572,-41.09975
Ponaua,Unofficial Recorded,Hill,1,176.734917,-38.547083
Ponaua Stream,Unofficial Recorded,Stream,1,176.735167,-38.534083
Pond Burn,Unofficial Recorded,Stream,0,168.236806,-45.041889
Ponga,Unofficial Recorded,Locality,1,175.012583,-37.108278
Ponga Stream,Unofficial Recorded,Stream,1,175.14475,-38.855361
Pongahuru Stream,Unofficial Recorded,Stream,1,175.2265,-38.876444
Pongakawa,Unofficial Recorded,Locality,1,176.475917,-37.835639
Pongakawa Canal,Unofficial Recorded,Stream,1,176.501389,-37.799444
Pongakawa Stream,Unofficial Recorded,Stream,1,176.50475,-37.876778
Pongakawa Stream,Unofficial Recorded,Stream,1,176.869889,-38.508
Pongakawa Valley,Unofficial Recorded,Locality,1,176.510472,-37.906472
Ponganui Bay,Official Assigned,Bay,1,173.805313,-40.930012
Ponganui Creek,Unofficial Recorded,Stream,1,174.868528,-37.779583
Pongarara Stream,Unofficial Recorded,Stream,1,175.43575,-39.611861
Pongaroa,Unofficial Recorded,Locality,1,176.198861,-40.538972
Pongaroa River,Unofficial Recorded,Stream,1,176.218972,-40.567361
Pongawhakairo,Unofficial Recorded,Hill,1,174.988278,-39.380222
Pongawhakatiki,Unofficial Recorded,Hill,1,175.029056,-37.685056
Pongere Stream,Unofficial Recorded,Stream,1,175.344639,-39.613806
Pongs Creek,Unofficial Recorded,Stream,0,168.9905,-44.874861
Poningo Stream,Unofficial Recorded,Stream,1,176.850667,-39.277139
Ponsonby,Unofficial Recorded,Suburb,0,174.73925,-36.852167
Ponui,Unofficial Recorded,Hill,1,175.188222,-36.871667
Ponui Head,Unofficial Recorded,Point,1,175.1635,-36.839139
Ponui Island (Chamberlins Island),Unofficial Recorded,Island,1,175.203306,-36.862111
Ponui Stream,Official Assigned,Stream,1,177.125576,-39.139781
Ponui Stream,Unofficial Recorded,Stream,1,175.863083,-40.708333
Ponui Stream,Unofficial Recorded,Stream,1,176.906722,-39.933861
Ponui Stream,Unofficial Recorded,Stream,1,177.401861,-38.655694
Ponuiahine Stream,Unofficial Recorded,Stream,1,177.189611,-38.139694
Ponuiahine Stream,Unofficial Recorded,Stream,1,177.760861,-37.766167
Pony Knob,Official Assigned,Hill,0,171.396571,-43.603352
Pony Stream,Official Assigned,Stream,0,171.407589,-43.60405
Pool Burn,Unofficial Recorded,Stream,0,169.667528,-45.158972
Pool Head,Unofficial Recorded,Point,0,174.201889,-41.063583
Poolburn,Unofficial Recorded,Locality,0,169.689306,-45.135639
Poolburn Reservoir,Unofficial Recorded,Lake,0,169.741278,-45.312472
Poor Knights Islands,Unofficial Recorded,Island,0,174.738056,-35.465417
Poor Knights Islands Marine Reserve,Official Validated,marine reserve,0,174.732222,-35.494167
Poor Knights Islands Nature Reserve,Official Validated,nature reserve,0,174.738056,-35.468889
Poor Knights Seamount Chain,Unofficial Recorded,Seamount,0,175,-34
Poorman Valley Stream,Unofficial Recorded,Stream,0,173.228472,-41.303972
Popaingawareware Stream,Unofficial Replaced,Stream,1,178.239492,-38.074828
Popaingawariwari Stream,Official Assigned,Stream,1,178.239492,-38.074828
Pope Bay,Unofficial Recorded,Bay,0,174.162472,-41.179194
Popes Hill,Unofficial Recorded,Hill,0,175.507056,-40.920944
Popes Nose,Unofficial Recorded,Hill,0,168.746,-44.391389
Popes Pass,Unofficial Recorded,Pass,0,171.364667,-42.939583
Poplar Gully,Official Assigned,Valley,0,170.232173,-44.462309
Poplar Pool,Official Assigned,Pool,0,175.791014,-38.953275
Poplar Pool,Official Assigned,Stream,0,175.903448,-38.913458
Poplar Pool,Unofficial Recorded,Lake,0,175.793444,-38.952861
Poplar Run,Official Assigned,Pool,0,175.78764,-38.951945
Poplar Stream,Official Assigned,Stream,0,170.629189,-44.581863
Poplars Fan Stream,Unofficial Recorded,Stream,0,172.385139,-42.567389
Poplars Range,Official Assigned,Range,0,172.457356,-42.528473
Poplars Recreation Reserve,Official Validated,recreation reserve,0,172.753889,-41.438611
Popo Scenic Reserve,Official Validated,scenic reserve,1,173.885,-35.089444
Popo Stream,Unofficial Recorded,Stream,1,173.50175,-35.263389
Popo Stream,Unofficial Recorded,Stream,1,173.888667,-35.095417
Popoia,Unofficial Recorded,Hill,1,174.197028,-35.509056
Popoiahoea Stream,Unofficial Recorded,Stream,1,176.284694,-40.125806
Popoiti,Unofficial Recorded,Hill,1,175.567556,-41.158389
Poporangi Stream,Unofficial Recorded,Stream,1,176.378194,-39.69875
Poporimu,Unofficial Recorded,Hill,1,173.953694,-35.539889
Poporo Stream,Unofficial Recorded,Stream,1,174.864972,-37.380472
Poporoaraukawa,Unofficial Recorded,Hill,1,175.714389,-38.4125
Poporotaupo Stream,Unofficial Recorded,Stream,1,174.634972,-38.585611
Popotai Island,Unofficial Recorded,Island,1,168.876444,-43.861333
Popotea,Unofficial Recorded,Hill,1,175.01975,-39.390472
Popoti Stream,Unofficial Recorded,Stream,1,173.679833,-35.085361
Popotunoa,Unofficial Recorded,Locality,1,169.386139,-46.095556
Popotunoa Hill,Unofficial Recorded,Hill,1,169.376028,-46.190444
Popotunoa Hill Scenic Reserve,Official Validated,scenic reserve,1,169.370833,-46.187222
Popuanui,Unofficial Recorded,Hill,1,174.578861,-39.300417
Poraenui Point,Unofficial Recorded,Point,1,174.068278,-35.195222
Poraite,Unofficial Replaced,Locality,1,176.834778,-39.491087
Poraiti,Official Assigned,Locality,1,176.834778,-39.491087
Porangahau,Unofficial Recorded,Locality,1,176.611194,-40.297333
Porangahau Ridge,Unofficial Recorded,Ridge,1,177.65,-40.533333
Porangahau River,Unofficial Recorded,Stream,1,176.573528,-40.286667
Porangahau Stream,Unofficial Recorded,Stream,1,176.304833,-40.053
Porangahau Terrace,Unofficial Recorded,Terrace,1,177.283333,-40.866667
Porangarau Stream,Unofficial Recorded,Stream,1,173.893556,-42.188583
Porarari,Unofficial Replaced,Locality,1,171.347838,-42.087769
Poreanui Stream,Unofficial Recorded,Stream,1,173.545222,-35.629722
Porere,Unofficial Recorded,Hill,1,175.263083,-39.043167
Porewa,Official Assigned,Railway Junction,1,175.472108,-40.025844
Porewa,Unofficial Recorded,Locality,1,175.467,-40.025139
Porewa Stream,Unofficial Recorded,Stream,1,175.459361,-40.061444
Porewa Stream,Unofficial Recorded,Stream,1,175.888833,-40.127139
Pori,Unofficial Recorded,Locality,1,175.939056,-40.59975
Porika Knob,Unofficial Recorded,Hill,1,172.656972,-41.734139
Porika Stream,Unofficial Recorded,Stream,1,172.664611,-41.7565
Porirua,Unofficial Recorded,Town,1,174.818889,-41.141306
Porirua City,Official Altered,Suburb,1,174.838899,-41.133135
Porirua City,Official Official By Other Legislation,Local Government,1,174.908837,-41.1212
Porirua City Centre,Official Assigned,Suburb,1,174.838899,-41.133135
Porirua East,Unofficial Recorded,Suburb,1,174.848722,-41.141056
Porirua Harbour,Unofficial Replaced,Bay,1,174.863357,-41.096406
Porirua Harbour (Pauatahanui Arm),Unofficial Replaced,Bay,2,174.863357,-41.096406
Porirua Stream,Unofficial Recorded,Stream,1,174.8195,-41.201667
Poroa,Unofficial Recorded,Hill,1,176.977028,-38.118556
Poroa Stream,Unofficial Recorded,Stream,1,173.427056,-34.830222
Poroaki Bay,Unofficial Recorded,Bay,1,175.165639,-36.855917
Poroiki Hill,Unofficial Recorded,Hill,1,172.931139,-34.4545
Porongaki Stream,Unofficial Recorded,Stream,1,175.926028,-39.870111
Poronui,Unofficial Recorded,Hill,1,175.928972,-40.90475
Porootarao,Unofficial Recorded,Locality,1,175.305806,-38.548389
Poroporo,Official Assigned,Beach,1,177.176812,-37.526261
Poroporo,Unofficial Recorded,Hill,1,175.712611,-41.047306
Poroporo,Unofficial Recorded,Locality,1,176.952306,-37.97675
Poroporo,Unofficial Recorded,Place,1,176.627861,-40.447472
Poroporo Island,Official Assigned,Island,1,174.219777,-35.227914
Poroporo Island Scenic Reserve,Official Validated,scenic reserve,1,174.224444,-35.228889
Poroporo River,Unofficial Recorded,Stream,1,178.294222,-37.777417
Poroporo Stream,Unofficial Recorded,Stream,1,174.471833,-39.590333
Poroporo Stream,Unofficial Recorded,Stream,1,178.219139,-38.395861
Pororari,Official Assigned,Locality,1,171.347838,-42.087769
Pororari Lagoon,Official Assigned,Lake,1,171.338333,-42.100764
Pororari River,Official Assigned,Stream,1,171.349155,-42.111513
Pororari River Gorge,Official Assigned,Valley,1,171.339401,-42.106183
Pororua,Unofficial Recorded,Hill,1,175.317222,-37.476778
Porotaiana Stream,Unofficial Recorded,Stream,1,175.989278,-39.472389
Porotekoihamo Stream,Official Assigned,Stream,1,173.765329,-35.27943
Poroti,Unofficial Recorded,Locality,1,174.121222,-35.73525
Porotu Stream,Unofficial Recorded,Stream,1,172.972417,-34.491278
Porourangi Marae,Unofficial Recorded,Site,2,178.394722,-37.814917
Poroure,Unofficial Recorded,Hill,1,174.452028,-36.624972
Poroutawhao,Unofficial Recorded,Locality,1,175.270583,-40.553083
Porpoise Bay,Unofficial Recorded,Bay,0,169.112528,-46.649194
Porpoise Point,Unofficial Recorded,Point,0,166.663694,-45.751944
Porridge Flat,Unofficial Recorded,Flat,0,169.190278,-43.955028
Port Abercrombie,Unofficial Recorded,Bay,0,175.317361,-36.157972
Port Adventure,Unofficial Recorded,Bay,0,168.187667,-47.068472
Port Adventure Island Scenic Reserve,Official Validated,scenic reserve,0,170.412222,-45.900556
Port Adventure Scenic Reserve,Official Validated,scenic reserve,0,170.412222,-45.900556
Port Ahuriri,Unofficial Replaced,Locality,1,176.9049,-39.483989
Port Ahuriri Post Office,Unofficial Replaced,Building,1,176.903302,-39.483128
Port Ahuriri Railway Station,Unofficial Replaced,Railway Station,1,176.900459,-39.480793
Port Albert,Unofficial Recorded,Locality,0,174.432667,-36.279167
Port Awanui,Unofficial Recorded,Locality,1,178.446417,-37.826833
Port Chalmers,Unofficial Recorded,Town,0,170.626,-45.820056
Port Chalmers Branch,Official Altered,Railway Line,0,170.619273,-45.790176
Port Chalmers Branch Railway,Unofficial Replaced,Railway Line,0,170.619273,-45.790176
Port Chalmers Industrial Line,Unofficial Replaced,Railway Line,0,170.619273,-45.790176
Port Charles,Unofficial Recorded,Bay,0,175.462611,-36.517028
Port Charles,Unofficial Recorded,Locality,0,175.464472,-36.525167
Port Cooper Saddle,Unofficial Recorded,Pass,0,173.258778,-41.934694
Port Craig,Unofficial Recorded,Locality,0,167.361806,-46.219333
Port Fitzroy,Unofficial Recorded,Bay,0,175.344444,-36.182361
Port Fitzroy,Unofficial Recorded,Locality,0,175.364028,-36.164278
Port Gore,Unofficial Replaced,Bay,0,174.232278,-41.024222
Port Hardy,Unofficial Recorded,Bay,0,173.879111,-40.762278
Port Hutt,Official Assigned,Locality,0,-176.710056,-43.815105
Port Hutt,Official Assigned,Locality,0,183.289944,-43.815105
Port Hutt (Whangaroa Harbour),Official Assigned,Bay,1,-176.702171,-43.814289
Port Hutt (Whangaroa Harbour),Official Assigned,Bay,1,183.297829,-43.814289
Port Jackson,Unofficial Recorded,Bay,0,175.333889,-36.477306
Port Jackson,Unofficial Recorded,Locality,0,175.338889,-36.48525
Port Jackson Recreation Reserve,Official Validated,recreation reserve,0,175.366944,-36.481944
Port Levy (Potiriwi)/Koukourarata,Official Altered,Port,2,172.829201,-43.636988
Port Ligar,Unofficial Recorded,Bay,0,173.98125,-40.9305
Port Molyneux,Unofficial Recorded,Locality,0,169.766028,-46.362556
Port Motueka,Unofficial Recorded,Locality,1,173.02525,-41.136722
Port Nelson,Unofficial Recorded,Locality,0,173.266444,-41.258611
Port Ohope,Official Assigned,Locality,1,177.117118,-37.984549
Port Ohope Recreation Reserve,Official Validated,recreation reserve,1,177.124444,-37.987222
Port Pegasus/Pikihatiti,Official Altered,Port,1,167.694144,-47.214425
Port Potiriwi,Unofficial Replaced,Port,1,172.829201,-43.636988
Port Puponga,Unofficial Recorded,Locality,1,172.740806,-40.525806
Port Robinson,Unofficial Recorded,Bay,0,173.314806,-42.877778
Port Robinson,Unofficial Recorded,Locality,0,173.304361,-42.882
Port Taranaki,Unofficial Recorded,Bay,1,174.039444,-39.056194
Port Underwood,Unofficial Replaced,Bay,0,174.119,-41.335583
Port Waikato,Unofficial Recorded,Locality,1,174.728611,-37.385222
Port Waikato Sand Dunes Recreation Reserve,Official Validated,recreation reserve,1,174.710833,-37.388611
Port Whangarei,Official Assigned,Locality,1,174.347423,-35.75442
Port Whangarei Industrial Branch Railway,Unofficial Replaced,Railway Line,1,174.347205,-35.745992
Port Whangarei Industrial Siding,Unofficial Replaced,Railway Line,1,174.347205,-35.745992
Port William/Potirepo,Official Altered,Port,1,168.08982,-46.845553
Port of Napier,Unofficial Recorded,Bay,0,176.910111,-39.472333
Portage,Unofficial Recorded,Locality,0,174.037056,-41.198583
Portage Bay,Unofficial Recorded,Bay,0,174.025667,-41.197861
Portage Bay Recreation Reserve,Official Validated,recreation reserve,0,174.030556,-41.203889
Portage Landing,Unofficial Recorded,Place,0,170.899472,-42.805611
Portent Spur,Unofficial Recorded,Ridge,0,169.393722,-44.094722
Porteous Hill,Unofficial Recorded,Hill,0,170.582667,-45.691278
Porter Col,Official Assigned,Pass,0,170.142062,-43.606617
Porter Creek,Unofficial Recorded,Stream,0,172.969694,-41.648583
Porter Ridge,Official Assigned,Ridge,0,173.024746,-41.652148
Porter River,Unofficial Recorded,Stream,0,171.679139,-43.264278
Porter Rock,Unofficial Recorded,Rock,0,172.944583,-40.941306
Porters Beach,Official Assigned,Beach,0,172.102359,-40.969964
Porters Creek,Unofficial Recorded,Stream,0,172.985722,-41.662
Porters Knob,Unofficial Recorded,Hill,0,173.023444,-41.668472
Porters Pass,Unofficial Recorded,Pass,0,171.738722,-43.295472
Porthouse Flat,Official Approved,Flat,0,172.714452,-41.041471
Portia Creek,Official Approved,Stream,0,172.588074,-40.897903
